aa,kepCode,kepTitle,area,county,region,address,tk,phoneNumber,fax,email,comments,lat,lon
62,62,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΔΟΝΟΥΣΑΣ Ν. ΚΥΚΛΑΔΩΝ","ΚΟΙΝΟΤΗΤΑΣ ΔΟΝΟΥΣΑΣ Ν. ΚΥΚΛΑΔΩΝ","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","ΔΟΝΟΥΣΑ",84300,2285029107,2285051639,"k.donousis@kep.gov.gr","",25.79442680400047,37.10014652000047
63,63,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΚΙΜΩΛΟΥ Ν. ΚΥΚΛΑΔΩΝ","ΚΙΜΩΛΟΣ","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","ΚΙΜΩΛΟΣ -",84004,2287051230,2287051555,"k.kimolou@kep.gov.gr","",24.55853253100048,36.80830711700048
64,64,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΚΟΥΦΟΝΗΣΙΩΝ Ν. ΚΥΚΛΑΔΩΝ","ΚΟΥΦΟΝΗΣΙΑ-ΚΥΚΛΑΔΕΣ","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","ΚΟΥΦΟΝΗΣΙΑ-ΚΥΚΛΑΔΕΣ",84300,2285029243,2285074188,"k.koufonision@kep.gov.gr","",5.043591992000415,43.84810117000046
65,65,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΠΑΝΟΡΜΟΥ Ν. ΚΥΚΛΑΔΩΝ","-","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","Πύργος",84201,2283031302,2283031325,"k.panormou@kep.gov.gr","",34.79019521300046,31.23903916800049
66,66,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΣΙΚΙΝΟΥ Ν. ΚΥΚΛΑΔΩΝ","Σίκινος, Κυκλάδες","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","Σίκινος",84010,2286051196,2286051074,"k.sikinou@kep.gov.gr","",25.11842661600048,36.69524930100045
67,67,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΣΧΟΙΝΟΥΣΣΑΣ Ν. ΚΥΚΛΑΔΩΝ","Σχοινούσα","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","Σχοινούσα -",84300,2285074250,2285074250,"k.shoinoussis@kep.gov.gr","",25.41009781900044,37.07865249500048
68,68,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΦΟΛΕΓΑΝΔΡΟΥ Ν. ΚΥΚΛΑΔΩΝ","Φολέγανδρος","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","Φολέγανδρος",84011,2286027180,2286027170,"k.folegandrou@kep.gov.gr","",24.89898682400047,36.62735968200047
69,69,"ΚΕΠ ΔΗΜΟΥ ΑΓΙΑΣΟΥ Ν. ΛΕΣΒΟΥ","ΑΓΙΑΣΟΣ","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΑΓΙΑΣΟΣ",81101,2252023200,2252023200,"d.agiasou@kep.gov.gr","",26.55679757600046,39.10746704700046
70,70,"ΚΕΠ ΔΗΜΟΥ ΑΓ ΠΑΡΑΣΚΕΥΗΣ Ν. ΛΕΣΒΟΥ","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ ΛΕΣΒΟΥ","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ ΛΕΣΒΟΥ -",81102,"2253350508 2253350500",2253350509,"d.agparaskevis-lesvou@kep.gov.gr","",26.30271391700046,39.2246458840005
71,71,"ΚΕΠ ΔΗΜΟΥ ΓΕΡΑΣ Ν. ΛΕΣΒΟΥ","Παπάδος Λέσβου","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Παπάδος Γέρας Λέσβου",81106,2251084561,2251084626,"d.geras@kep.gov.gr","",26.46624447300047,39.02710081700047
72,72,"ΚΕΠ ΔΗΜΟΥ ΕΡΕΣΟΥ - ΑΝΤΙΣΣΗΣ ΜΕ ΕΝΑ ΠΑΡΑΡΤΗΜΑ Ν. ΛΕΣΒΟΥ","Ερεσός Λέσβου","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Ερεσσός Λέσβου",81105,2253053600,2253052066,"d.eresou@kep.gov.gr","",26.05976887900044,39.13456405800048
73,73,"ΚΕΠ ΔΗΜΟΥ ΕΥΕΡΓΕΤΟΥΛΑ Ν. ΛΕΣΒΟΥ","Συκούντα, Αγιάσος","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Συκούντα, Αγιάσος",81101,2251093045,2251093045,"d.evergetoula@kep.gov.gr","",26.37179003400047,39.08290023600046
74,74,"ΚΕΠ ΔΗΜΟΥ ΚΑΛΛΟΝΗΣ Ν. ΛΕΣΒΟΥ","Καλλονή Λέσβου","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΚΕΠ Καλλονής Λέσβου",81107,2253029930,2253029929,"d.kallonis@kep.gov.gr","",26.16390485700043,39.2332394770005
75,75,"ΚΕΠ ΔΗΜΟΥ ΜΑΝΤΑΜΑΔΟΥ Ν. ΛΕΣΒΟΥ","","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Μανταμάδος",81104,2253061201,2253061201,"d.mantamadou@kep.gov.gr","",26.33548060300046,39.31102690000046
76,76,"ΚΕΠ ΔΗΜΟΥ ΠΕΤΡΑΣ Ν. ΛΕΣΒΟΥ","Πέτρα Λέσβου","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Πέτρα Λέσβου",81109,2253042210,2253041235,"d.petras-lesvou@kep.gov.gr","",26.19501992800048,39.30171476700048
77,77,"ΚΕΠ ΔΗΜΟΥ ΠΛΩΜΑΡΙΟΥ Ν. ΛΕΣΒΟΥ","Πλωμάρι","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Πλ. Βενιανίμ Λεσβίου -",81200,2252033740,2252033019,"d.plomariou@kep.gov.gr","",26.35293333000044,39.01062010700048
78,78,"ΚΕΠ ΔΗΜΟΥ ΠΟΛΙΧΝΙΤΟΥ Ν. ΛΕΣΒΟΥ","ΠΟΛΙΧΝΙΤΟΣ ΛΕΣΒΟΣ","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Κ. Δεληγιάννη 22",81300,"2252041212 2252042800",2252042800,"d.polihnitou@kep.gov.gr","",26.21533259800043,39.0786528430005
79,79,"ΚΕΠ ΔΗΜΟΥ ΜΥΡΙΝΑΣ Ν. ΛΕΣΒΟΥ","Μύρινα - Λήμνος","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Αρβανιτάκη 20",81400,2254026020,2254024987,"d.myrinas@kep.gov.gr","",25.13801676200046,39.94771677700049
80,80,"ΚΕΠ ΔΗΜΟΥ ΜΟΥΔΡΟΥ Ν. ΛΕΣΒΟΥ","Κοντοπούλι-Λήμνου","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Κοντοπούλι Λήμνου",81401,2254041278,2254041078,"d.moudrou@kep.gov.gr","",25.31469581300047,39.91775865900047
81,81,"ΚΕΠ ΔΗΜΟΥ ΝΕΑΣ ΚΟΥΤΑΛΗΣ Ν. ΛΕΣΒΟΥ","Κουτιάς Λήμνου","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Κουτιάς Λήμνου",81400,2254051899,2254051899,"d.neaskoutalis@kep.gov.gr","",25.13801676200046,39.94771677700049
82,82,"ΚΕΠ ΔΗΜΟΥ ΑΤΣΙΚΗΣ Ν. ΛΕΣΒΟΥ","Λήμνος","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Ατσική Λήμνου",81401,2254031780,2254031780,"d.atsikis@kep.gov.gr","",25.31469581300047,39.91775865900047
83,83,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΓΙΟΥ ΕΥΣΤΡΑΤΙΟΥ ΝΟΜΟΥ ΛΕΣΒΟΥ","Άγιος Ευστράτιος Ν. Λέσβου","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Άγιος Ευστράτιος",81500,2254093462,2254093462,"k.ageystratiou@kep.gov.gr","",24.99067606600045,39.53809576100048
84,84,"ΚΕΠ ΔΗΜΟΥ ΛΟΥΤΡΟΠΟΛΕΩΣ ΘΕΡΜΗΣ Ν. ΛΕΣΒΟΥ","ΛΟΥΤΡΟΠΟΛΗ ΘΕΡΜΗΣ","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΛΟΥΤΡΟΠΟΛΗ ΘΕΡΜΗΣ",81100,2251071200,2251071122,"d.loutropoleos@kep.gov.gr","",26.55679757600046,39.10746704700046
85,85,"ΚΕΠ ΔΗΜΟΥ ΜΗΘΥΜΝΗΣ Ν. ΛΕΣΒΟΥ","ΜΗΘΥΜΝΑ-ΛΕΣΒΟΥ","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΜΗΘΥΜΝΑ-ΛΕΣΒΟΥ",81108,2253072474,2253072475,"d.mithimnas@kep.gov.gr","",26.55679757600046,39.10746704700046
86,86,"ΚΕΠ ΔΗΜΟΥ ΙΩΝΙΑΣ Ν. ΧΙΟΥ","Χίος","ΝΟΜΟΣ ΧΙΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Καλλιμασιά -",82100,"2271351526 2271351527 2271351528",2271351525,"d.ionias@kep.gov.gr","",26.13843194800046,38.36827396200044
87,87,"ΚΕΠ ΔΗΜΟΥ ΑΓ ΜΗΝΑ Ν. ΧΙΟΥ","ΘΥΜΙΑΝΑ","ΝΟΜΟΣ ΧΙΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","",82100,2271032778,"-","d.agmina@kep.gov.gr","",14.78059990900044,41.13540000400047
88,88,"ΚΕΠ ΔΗΜΟΥ ΟΜΗΡΟΥΠΟΛΗΣ Ν. ΧΙΟΥ","Χίος Χίος","ΝΟΜΟΣ ΧΙΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Παναγία Ερυθιανή",82200,2271093144,2271093190,"d.omiroupolis@kep.gov.gr","",26.10656484400045,38.43677902700046
89,89,"ΚΕΠ ΔΗΜΟΥ ΜΑΣΤΙΧΟΧΩΡΙΩΝ Ν. ΧΙΟΥ","Δήμος Μαστιχοχωρίων","ΝΟΜΟΣ ΧΙΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Πυργί -",82102,2271072893,2271072893,"d.mastihohorion@kep.gov.gr","",25.99638661200044,38.25078653600048
90,90,"ΚΕΠ ΔΗΜΟΥ ΟΙΝΟΥΣΣΩΝ Ν. ΧΙΟΥ","Οινούσσες Χίου","ΝΟΜΟΣ ΧΙΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Οινούσσες Χίου",82101,2271055723,2271055723,"d.oinousson@kep.gov.gr","",26.22789395000046,38.5235829830005
91,91,"ΚΕΠ ΔΗΜΟΥ ΚΑΜΠΟΧΩΡΩΝ Ν. ΧΙΟΥ","Δημος Καμποχώρων Λέσβου","ΝΟΜΟΣ ΧΙΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Δημαρχείο Καμποχώρων Χαλκείος -",82100,"2271351614 2271351623 2271351622",2271078765,"d.kampohoron@kep.gov.gr","",26.13843194800046,38.36827396200044
92,92,"ΚΕΠ ΔΗΜΟΥ ΨΑΡΩΝ Ν. ΧΙΟΥ","Ψαρά Νομού Χίου","ΝΟΜΟΣ ΧΙΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Ψαρά",82104,2274061342,2274061341,"d.psaron@kep.gov.gr","",25.56385671400045,38.54250665800049
93,93,"ΚΕΠ ΔΗΜΟΥ ΑΜΑΝΗΣ Ν. ΧΙΟΥ","Χίος","ΝΟΜΟΣ ΧΙΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Βολισσός",82103,2274022000,2274022000,"d.amanis@kep.gov.gr","",25.92669042800048,38.48326533600044
94,94,"ΚΕΠ ΔΗΜΟΥ ΚΑΡΛΟΒΑΣΙΩΝ Ν. ΣΑΜΟΥ","Καρλόβασι Σάμου","ΝΟΜΟΣ ΣΑΜΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Νέο Καρλόβασι -",83200,"2273350813 2273350814",2273350840,"d.karlovasion@kep.gov.gr","",26.73606522400047,37.77212018000046
95,95,"ΚΕΠ ΔΗΜΟΥ ΑΓ ΚΗΡΥΚΟΥ Ν. ΣΑΜΟΥ","ΑΓΙΟΣ ΚΗΡΥΚΟΣ","ΝΟΜΟΣ ΣΑΜΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΑΓΙΟΣ ΚΗΡΥΚΟΣ -",83300,"2275350421 2275350422",2275022202,"d.agkirikou@kep.gov.gr","",26.27340768400046,37.63030237300046
96,96,"ΚΕΠ ΔΗΜΟΥ ΚΑΡΔΑΜΥΛΩΝ Ν. ΧΙΟΥ","ΜΑΡΜΑΡΟ ΚΑΡΔΑΜΥΛΩΝ","ΝΟΜΟΣ ΧΙΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΜΑΡΜΑΡΟ ΚΑΡΔΑΜΥΛΩΝ",82300,2272081060,2272081060,"d.kardamilon@kep.gov.gr","",26.05277986900046,38.51990514300047
97,97,"ΚΕΠ ΔΗΜΟΥ ΕΥΔΗΛΟΥ Ν. ΣΑΜΟΥ","Εύδηλος Ικαρίας","ΝΟΜΟΣ ΣΑΜΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Εύδηλος Ικαρίας",83302,2275032994,2275032995,"d.evdilou@kep.gov.gr","",26.17291191400045,37.60456467300048
98,98,"ΚΕΠ ΔΗΜΟΥ ΡΑΧΩΝ Ν. ΣΑΜΟΥ","Ράχες Ικαρίας","ΝΟΜΟΣ ΣΑΜΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Χριστός Ραχών Ικαρίας",83301,2275041611,2275041464,"d.rahon@kep.gov.gr","",26.05956945100047,37.56855439800046
99,99,"ΚΕΠ ΔΗΜΟΥ ΠΥΘΑΓΟΡΕΙΟΥ Ν. ΣΑΜΟΥ","ΔΗΜΟΤΙΚΟ ΚΤΙΡΙΟ ΧΩΡΑΣ Δ/Δ ΧΩΡΑΣ ΣΑΜΟΥ","ΝΟΜΟΣ ΣΑΜΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΔΗΜΟΤΙΚΟ ΚΤΙΡΙΟ ΧΩΡΑΣ Δ/Δ ΧΩΡΑΣ ΣΑΜΟΥ Τ.Θ. 87",83103,2273091784,2273091783,"d.pythagoreiou@kep.gov.gr","",-110.9709599479997,29.12996965800045
100,100,"ΚΕΠ ΔΗΜΟΥ ΜΑΡΑΘΟΚΑΜΠΟΥ Ν. ΣΑΜΟΥ","Μαραθόκαμπος","ΝΟΜΟΣ ΣΑΜΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Μαραθόκαμπος -",83102,2273037500,2273037500,"d.marathokampou@kep.gov.gr","",26.60942410800044,37.72420662800045
101,101,"ΚΕΠ ΔΗΜΟΥ ΦΟΥΡΝΩΝ ΚΟΡΣΕΩΝ Ν. ΣΑΜΟΥ","Νήσος Φούρνοι","ΝΟΜΟΣ ΣΑΜΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","Φούρνοι Κορσέων -",83400,"2275350614 2275350615 2275350616 2275051234",2275350617,"d.fournon@kep.gov.gr","",26.52536262500047,37.61125089000046
102,102,"ΚΕΠ ΔΗΜΟΥ ΧΙΟΥ Ν. ΧΙΟΥ","ΧΙΟΣ","ΝΟΜΟΣ ΧΙΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΔΗΜΟΚΡΑΤΙΑΣ 2",82100,2271081101,2271081102,"d.hiou@kep.gov.gr","",1.140804015000413,44.0564940640005
103,103,"ΚΕΠ ΔΗΜΟΥ ΒΑΘΕΟΣ Ν. ΣΑΜΟΥ","ΒΑΘΥ","ΝΟΜΟΣ ΣΑΜΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΠΛΑΤΕΙΑ ΑΓ. ΣΠΥΡΙΔΩΝΟΣ -",83100,"2273350133 2273350132",2273089850,"d.vatheos@kep.gov.gr","",23.76146981500045,56.09840164000048
104,104,"ΚΕΠ ΔΗΜΟΥ ΜΥΤΙΛΗΝΗΣ Ν. ΛΕΣΒΟΥ","ΜΥΤΙΛΗΝΗ","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ 3",81100,2251037625,2251029026,"d.mytilinis@kep.gov.gr","",103.7770002020005,1.542440019000424
105,105,"ΚΕΠ ΕΠΑΡΧΕΙΟΥ ΚΑΛΥΜΝΟΥ Ν. ΔΩΔΕΚΑΝΗΣΟΥ","ΕΠΑΡΧΕΙΟ ΚΑΛΥΜΝΟΥ ΠΑΛΑΙΟ ΔΙΟΙΚΗΤΗΡΙΟ","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","ΕΠΑΡΧΕΙΟ ΚΑΛΥΜΝΟΥ ΠΑΛΑΙΟ ΔΙΟΙΚΗΤΗΡΙΟ -",85200,"2243059643 2243059644",2243029100,"e.kalumnou@kep.gov.gr","",26.97381795800044,36.99134805100044
106,106,"ΚΕΠ ΕΠΑΡΧΕΙΟΥ ΚΩ Ν. ΔΩΔΕΚΑΝΗΣΟΥ","ΔΙΟΙΚΗΤΗΡΙΟ","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","ΑΚΤΗ ΜΙΑΟΥΛΗ-ΔΙΟΙΚΗΤΗΡΙΟ 2",85300,2242049258,2242049260,"e.ko@kep.gov.gr","",27.23584530300047,36.86247064500049
107,108,"ΚΕΠ ΕΠΑΡΧΕΙΟΥ ΛΗΜΝΟΥ Ν. ΛΕΣΒΟΥ","ΜΥΡΙΝΑ-ΛΗΜΝΟΥ","ΝΟΜΟΣ ΛΕΣΒΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΜΥΡΙΝΑ-ΛΗΜΝΟΥ -",81400,2254029110,2254023620,"e.limnou@kep.gov.gr","",25.13801676200046,39.94771677700049
108,109,"ΚΕΠ ΕΠΑΡΧΕΙΟΥ ΙΚΑΡΙΑΣ Ν. ΣΑΜΟΥ","ΕΠΑΡΧΕΙΟ ΙΚΑΡΙΑΣ ΣΑΜΟΥ","ΝΟΜΟΣ ΣΑΜΟΥ","ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ","ΕΠΑΡΧΕΙΟ ΙΚΑΡΙΑΣ ΣΑΜΟΥ",83300,2275024023,2275024023,"e.ikarias@kep.gov.gr","",6.465024839000421,43.53939514900048
109,115,"ΚΕΠ ΕΠΑΡΧΕΙΟΥ ΠΑΡΟΥ Ν. ΚΥΚΛΑΔΩΝ","ΠΑΡΟΙΚΙΑ-ΠΑΡΟΣ","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","ΠΑΡΟΙΚΙΑ-ΠΑΡΟΣ",84400,2284024750,2284024751,"e.parou@kep.gov.gr","",25.18394730200043,37.04916268000045
110,116,"ΚΕΠ ΕΠΑΡΧΕΙΟΥ ΝΑΞΟΥ Ν. ΚΥΚΛΑΔΩΝ","ΧΩΡΑ ΝΑΞΟΥ","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ","ΚΑΖΑΝΑΚΙΑ",84300,2285024303,2285026103,"e.naxou@kep.gov.gr","",5.043591992000415,43.84810117000046
111,117,"ΚΕΠ ΔΗΜΟΥ Ν ΕΡΥΘΡΑΙΑΣ Ν. ΑΤΤΙΚΗΣ","Νέα Ερυθραία Αττική","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΑΝΑΤΟΛΙΚΟΣ ΤΟΜΕΑΣ","ΑΤΤΙΚΗΣ","Ηρώων Πολυτεχνείου 26",14671,2106255980,2106255983,"d.neaserythraias@kep.gov.gr","",23.82216348000043,38.09952444200047
112,118,"ΚΕΠ ΔΗΜΟΥ ΚΑΛΥΒΙΩΝ N. ΑΤΤΙΚΗΣ","ΚΑΛΥΒΙΑ","ΝΟΜΑΡΧΙΑΚΗ ΑΥΤΟΔΙΟΙΚΗΣΗ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","Κ. ΦΙΛΙΠΠΟΥ & Β. ΓΕΩΡΓΑΚΗ -",19010,2299047399,2299047499,"d.kalivionthorikou@kep.gov.gr","",23.91945144600044,37.80615165100045
113,119,"ΚΕΠ ΔΗΜΟΥ ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ (ΠΡΩΗΝ ΟΡΕΣΤΙΔΟΣ) Ν. ΚΑΣΤΟΡΙΑΣ","Άργος Ορεστικό Νομός Καστοριάς","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Μεγάλου Αλεξάνδρου 32",52200,2467044531,2467041237,"d.orestidos@kep.gov.gr","",21.25782965300044,40.45657964000048
114,120,"ΚΕΠ ΔΗΜΟΥ ΕΡΙΣΟΥ Ν. ΚΕΦΑΛΛΗΝΙΑΣ","Ερισός Κεφαλονιά","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΙΘΑΚΗΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","Ερισός Κεφαλλονιά",28084,2674051186,2674051188,"d.erisou@kep.gov.gr","",20.56935961300047,38.40754521200046
115,121,"ΚΕΠ ΔΗΜΟΥ ΖΑΚΥΝΘΙΩΝ Ν. ΖΑΚΥΝΘΟΥ","ΖΑΚΥΝΘΟΣ","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","ΙΟΝΙΩΝ ΝΗΣΩΝ","Κ.ΛΟΜΒΑΡΔΟΥ 40",29100,2695024557,2695022143,"d.zakinthion@kep.gov.gr","",20.87671067200046,37.77872011400046
116,123,"ΚΕΠ ΝΟΜΑΡΧΙΑΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ ΚΟΖΑΝΗΣ","ΚΟΖΑΝΗ","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΔΗΜΟΚΡΑΤΙΑΣ 27",50100,2461067519,2461067115,"n.kozanis-kozani@kep.gov.gr","",21.79367933400044,40.30563946800049
117,124,"ΚΕΠ ΝΟΜΑΡΧΙΑΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ Ν.ΓΡΕΒΕΝΩΝ","ΓΡΕΒΕΝΑ","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΔΙΟΙΚΗΤΗΡΙΟ ΤΕΡΜΑ Κ. ΤΑΛΙΑΔΟΥΡΗ -",51100,2462076043,2462076045,"n.grevenon@kep.gov.gr","",21.46128297400043,40.02088326300049
118,125,"ΚΕΠ ΔΗΜΟΥ ΚΟΖΑΝΗΣ Ν. ΚΟΖΑΝΗΣ","Κοζάνη","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Βενιζέλου 29",50100,2461049838,2461049835,"d.kozanis@kep.gov.gr","",21.79367933400044,40.30563946800049
119,126,"ΚΕΠ ΔΗΜΟΥ ΠΕΡΑΣΜΑΤΟΣ, Ν ΦΛΩΡΙΝΑΣ","Φλώρινα","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Δημαρχείο Περάσματος",53100,2385031203,2385031202,"d.perasmatos@kep.gov.gr","",21.40681608600045,40.78441683700049
120,127,"ΚΕΠ ΔΗΜΟΥ ΠΡΕΣΠΩΝ Ν. ΦΛΩΡΙΝΑΣ","ΔΗΜΟΥ ΠΡΕΣΠΩΝ Ν. ΦΛΩΡΙΝΑΣ","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΛΑΙΜΟΣ ΠΡΕΣΠΩΝ",53077,2385051845,2385051471,"d.prespon@kep.gov.gr","",21.10607146900043,40.78495693400049
121,128,"ΚΕΠ ΔΗΜΟΥ ΔΕΣΚΑΤΗΣ Ν. ΓΡΕΒΕΝΩΝ","Δεσκάτη Γρεβενά","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Δεσκάτη Γρεβενών",51200,2462036083,2462033001,"d.deskatis@kep.gov.gr","",21.80600514600047,39.90738470000048
122,129,"ΚΕΠ ΔΗΜΟΥ Ν ΜΑΚΡΗΣ Ν. ΑΤΤΙΚΗΣ","Ν ΜΑΚΡΗΣ, Ν. ΑΤΤΙΚΗΣ","ΝΟΜΑΡΧΙΑΚΗ ΑΥΤΟΔΙΟΙΚΗΣΗ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","Λ. Μαραθώνος 104",19005,2294092222,2294093777,"d.neasmakris@kep.gov.gr","",23.96112517300048,38.07609780200045
123,130,"ΚΕΠ ΔΗΜΟΥ ΦΑΙΑΚΩΝ, Ν ΚΕΡΚΥΡΑΣ","ΥΨΟΣ","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","Υψός",49083,2661080183,2661080185,"d.faiakon@kep.gov.gr","",19.83853620400043,39.69828633800046
